id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,city,state,notes
LALBA906PCPI,2021-12-30,2021-12-30,"Per Capita Personal Income in Los Angeles-Long Beach-Anaheim, CA (MSA)",1969-01-01,2020-01-01,Annual,A,Dollars,$,Not Seasonally Adjusted,NSA,2021-11-16 07:38:10-06,10,10,Los Angeles,CA,
LASAGRIDX,2021-12-30,2021-12-30,"Economic Conditions Index for Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-02-01,2019-09-01,Monthly,M,Percent,%,Seasonally Adjusted Annual Rate,SAAR,2020-01-14 13:55:16-06,2,2,Los Angeles,CA,"The economic activity index measures average economic growth in the metropolitan area. It is computed using a dynamic factor model that includes 12 variables measuring various aspects of economic activity in the MSA. The index is calibrated to Gross Metropolitan Product (GMP) growth and variance to allow for comparison across metro areas.

For additional details, see Arias, M.A., C.S. Gascon and D.E. Rapach (2016), “Metro Business Cycles,” Journal of Urban Economics 94, 90-108, http://www.sciencedirect.com/science/article/pii/S009411901630016X.
Federal Reserve Bank of St. Louis Working Paper 2014-046C, https://research.stlouisfed.org/wp/more/2014-046."
LAUMT063108000000003A,2021-12-30,2021-12-30,"Unemployment Rate in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2021-04-16 14:28:04-05,3,21,Los Angeles,CA,
LAUMT063108000000004,2021-12-30,2021-12-30,"Unemployed Persons in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Persons,Persons,Not Seasonally Adjusted,NSA,2021-12-30 10:36:57-06,1,1,Los Angeles,CA,"These data come from the Current Population Survey (CPS), also known as the household survey.

Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.

For more details, see the release's frequently asked questions (https://www.bls.gov/lau/laufaq.htm)."
LAUMT063108000000004A,2021-12-30,2021-12-30,"Unemployed Persons in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Persons,Persons,Not Seasonally Adjusted,NSA,2021-04-16 14:47:41-05,1,1,Los Angeles,CA,"These data come from the Current Population Survey (CPS), also known as the household survey.

Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.

For more details, see the release's frequently asked questions (https://www.bls.gov/lau/laufaq.htm)."
LAUMT063108000000005,2021-12-30,2021-12-30,"Employed Persons in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Persons,Persons,Not Seasonally Adjusted,NSA,2021-12-30 10:36:57-06,1,1,Los Angeles,CA,"These data come from the Current Population Survey (CPS), also known as the household survey.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

For more details, see the release's frequently asked questions (https://www.bls.gov/lau/laufaq.htm)."
LAUMT063108000000005A,2021-12-30,2021-12-30,"Employed Persons in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Persons,Persons,Not Seasonally Adjusted,NSA,2021-04-16 14:48:16-05,1,1,Los Angeles,CA,"These data come from the Current Population Survey (CPS), also known as the household survey.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

For more details, see the release's frequently asked questions (https://www.bls.gov/lau/laufaq.htm)."
LAUMT063108000000006A,2021-12-30,2021-12-30,"Civilian Labor Force in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Persons,Persons,Not Seasonally Adjusted,NSA,2021-04-16 14:48:16-05,1,1,Los Angeles,CA,"These data come from the Current Population Survey (CPS), also known as the household survey.

Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.

For more details, see the release's frequently asked questions (https://www.bls.gov/lau/laufaq.htm)."
LLSLAS,2021-12-30,2021-12-30,"Allowance for Loan and Lease Losses for Commercial Banks with Assets under $5B in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1989-01-01,2020-07-01,Quarterly,Q,Thousands of Dollars,Thous. of $,Not Seasonally Adjusted,NSA,2020-12-10 14:49:48-06,1,1,Los Angeles,CA,"This series is discontinued and will no longer be updated. Additional consolidated data is available on the FDIC's Bank Data and Statistics (https://www.fdic.gov/bank/statistical/).

This series represents Allowance for Loan and Lease Losses call item RCFD3123.

The asset class is determined by using Total Assets call item RCFD2170 less than or equal to $5B. Geographic location is determined by Abbreviated State Name call item RSSD9200 and County Code call item RSSD9150, which is mapped to the proper Core Based Statistical Area (CBSA) defined by the Office of Management and Budget (OMB).

Users are advised to use the Federal Reserve Board of Governors' data dictionary (https://www.federalreserve.gov/apps/mdrm/data-dictionary) to retrieve detailed information for specific call items.

This series is calculated by the Federal Reserve Bank of St. Louis using raw data that are collected by the FFIEC. Raw data can be found at https://cdr.ffiec.gov/public/."
LLSRLAS,2021-12-30,2021-12-30,"Loan Loss Reserve to Total Loans for Commercial Banks with Assets under $5B in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1989-01-01,2020-07-01,"Quarterly, End of Quarter",Q,Percent,%,Not Seasonally Adjusted,NSA,2020-12-10 14:51:28-06,1,1,Los Angeles,CA,"This series is discontinued and will no longer be updated. Additional consolidated data is available on the FDIC's Bank Data and Statistics (https://www.fdic.gov/bank/statistical/).

This series is constructed as ratio of Allowance for Loan and Lease Losses call item RCFD3123 to Quarterly Average of Total Loans call item RCFD3360.
The asset class is determined by using Total Assets call item RCFD2170 less than or equal to $5B. Geographic location is determined by Abbreviated State Name call item RSSD9200 and County Code call item RSSD9150, which is mapped to the proper Core Based Statistical Area (CBSA) defined by the Office of Management and Budget (OMB).

Users are advised to use the Federal Reserve Board of Governors' data dictionary (https://www.federalreserve.gov/apps/mdrm/data-dictionary) to retrieve detailed information for specific call items.

This series is calculated by the Federal Reserve Bank of St. Louis using raw data that are collected by the FFIEC. Raw data can be found at https://cdr.ffiec.gov/public/."
LNAPOP,2021-12-30,2021-12-30,"Resident Population in Los Angeles-Long Beach-Anaheim, CA (MSA)",2010-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-05-05 14:46:16-05,23,23,Los Angeles,CA,All observations are July 1 estimates of each year.
LOSA106BP1FH,2021-12-30,2021-12-30,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Los Angeles-Long Beach-Anaheim, CA (MSA)",1988-01-01,2021-11-01,Monthly,M,Units,Units,Not Seasonally Adjusted,NSA,2021-12-23 07:56:12-06,5,6,Los Angeles,CA,"This series represents the total number of building permits for 1-unit structure types. The 1-unit structure type is a single-family home or house. A single-family home or house types include fully detached, semidetached (semidetached, side-by-side), row houses, and townhouses. For attached units, each must be separated from the adjacent unit by a ground-to-roof wall in order to be classified as a single-family structure. These units also must not share heating/air-conditioning systems or utilities. Units built on top of one another and those built side-by-side that do not have a ground-to-roof wall and/or have common facilities (i.e., attic, basement, heating plant, plumbing, etc.) are not included under single-family structures.

The Saint Louis Federal Reserve Bank uses the most recent Metropolitan Statistical Area definitions released by the Office of Management and Budget. For more information on specific definitions visit here (https://census.gov/programs-surveys/metro-micro.html)."
LOSA106BP1FHSA,2021-12-30,2021-12-30,"New Private Housing Units Authorized by Building Permits: 1-Unit Structures for Los Angeles-Long Beach-Anaheim, CA (MSA)",1988-01-01,2021-11-01,Monthly,M,Units,Units,Seasonally Adjusted,SA,2021-12-23 07:58:20-06,3,6,Los Angeles,CA,"This series represents the total number of building permits for 1-unit structure types. The 1-unit structure type is a single-family home or house. A single-family home or house types include fully detached, semidetached (semidetached, side-by-side), row houses, and townhouses. For attached units, each must be separated from the adjacent unit by a ground-to-roof wall in order to be classified as a single-family structure. These units also must not share heating/air-conditioning systems or utilities. Units built on top of one another and those built side-by-side that do not have a ground-to-roof wall and/or have common facilities (i.e., attic, basement, heating plant, plumbing, etc.) are not included under single-family structures.

The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/LOSA106BP1FH).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
LOSA106BPPRIV,2021-12-30,2021-12-30,"New Private Housing Structures Authorized by Building Permits for Los Angeles-Long Beach-Anaheim, CA (MSA)",1988-01-01,2021-11-01,Monthly,M,Units,Units,Not Seasonally Adjusted,NSA,2021-12-23 07:56:22-06,3,14,Los Angeles,CA,"This series represents the total number of building permits for all structure types. Structure types include 1-unit, 2-unit, 3-unit, 4-unit, and 5-unit or more.

The Saint Louis Federal Reserve Bank uses the most recent Metropolitan Statistical Area definitions released by the Office of Management and Budget. For more information on specific definitions visit here (https://census.gov/programs-surveys/metro-micro.html)."
LOSA106BPPRIVSA,2021-12-30,2021-12-30,"New Private Housing Structures Authorized by Building Permits for Los Angeles-Long Beach-Anaheim, CA (MSA)",1988-01-01,2021-11-01,Monthly,M,Units,Units,Seasonally Adjusted,SA,2021-12-23 07:57:12-06,12,14,Los Angeles,CA,"This series represents the total number of building permits for all structure types. Structure types include 1-unit, 2-unit, 3-unit, 4-unit, and 5-unit or more.

The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/LOSA106BPPRIV).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
LOSA106EDUH,2021-12-30,2021-12-30,"All Employees: Education and Health Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-27 13:27:08-06,1,1,Los Angeles,CA,"The data services of the Federal Reserve Bank of St. Louis include series that are seasonally adjusted. To make these adjustments, we use the X-12 Procedure of SAS to remove the seasonal component of the series so that non-seasonal trends can be analyzed. This procedure is based on the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on this program can be found at https://www.census.gov/srd/www/x13as/.
The seasonal moving average function used is that of the Census Bureau’s X-11-ARIMA program. This includes a 3x3 moving average for the initial seasonal factors and a 3x5 moving average to calculate the final seasonal factors. The D11 function is also used to output the entire seasonally adjusted series that is displayed. For specific information on the SAS X-12 procedure, please visit their website: http://support.sas.com/documentation/cdl/en/etsug/60372/HTML/default/viewer.htm#etsug_x12_sect001.htm."
LOSA106EDUHN,2021-12-30,2021-12-30,"All Employees: Education and Health Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-27 13:28:37-06,1,1,Los Angeles,CA,
LOSA106FIRE,2021-12-30,2021-12-30,"All Employees: Financial Activities in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-27 13:27:08-06,1,1,Los Angeles,CA,"The data services of the Federal Reserve Bank of St. Louis include series that are seasonally adjusted. To make these adjustments, we use the X-12 Procedure of SAS to remove the seasonal component of the series so that non-seasonal trends can be analyzed. This procedure is based on the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on this program can be found at https://www.census.gov/srd/www/x13as/.
The seasonal moving average function used is that of the Census Bureau’s X-11-ARIMA program. This includes a 3x3 moving average for the initial seasonal factors and a 3x5 moving average to calculate the final seasonal factors. The D11 function is also used to output the entire seasonally adjusted series that is displayed. For specific information on the SAS X-12 procedure, please visit their website: http://support.sas.com/documentation/cdl/en/etsug/60372/HTML/default/viewer.htm#etsug_x12_sect001.htm."
