code,county,MSA Code,msa,MSA Type,CSA Code,CSA Title
12061,"Indian River County, Florida",C4268,"Sebastian-Vero Beach, FL",Metro,CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
12063,"Jackson County, Florida",,,,,
12065,"Jefferson County, Florida",C4522,"Tallahassee, FL",Metro,CS533,"Tallahassee-Bainbridge, FL-GA"
12067,"Lafayette County, Florida",,,,,
12069,"Lake County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL",Metro,CS422,"Orlando-Deltona-Daytona Beach, FL"
12071,"Lee County, Florida",C1598,"Cape Coral-Fort Myers, FL",Metro,CS162,"Cape Coral-Fort Myers-Naples, FL"
12073,"Leon County, Florida",C4522,"Tallahassee, FL",Metro,CS533,"Tallahassee-Bainbridge, FL-GA"
12075,"Levy County, Florida",,,,,
12077,"Liberty County, Florida",,,,,
12079,"Madison County, Florida",,,,,
12081,"Manatee County, Florida",C3584,"North Port-Sarasota-Bradenton, FL",Metro,CS412,"North Port-Sarasota, FL"
12083,"Marion County, Florida",C3610,"Ocala, FL",Metro,,
12085,"Martin County, Florida",C3894,"Port St. Lucie, FL",Metro,CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
12086,"Miami-Dade County, Florida",C3310,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
12087,"Monroe County, Florida",C2858,"Key West, FL",Micro,,
12089,"Nassau County, Florida",C2726,"Jacksonville, FL",Metro,CS300,"Jacksonville-St. Marys-Palatka, FL-GA"
12091,"Okaloosa County, Florida",C1888,"Crestview-Fort Walton Beach-Destin, FL",Metro,,
12093,"Okeechobee County, Florida",C3638,"Okeechobee, FL",Micro,CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
12095,"Orange County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL",Metro,CS422,"Orlando-Deltona-Daytona Beach, FL"
12097,"Osceola County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL",Metro,CS422,"Orlando-Deltona-Daytona Beach, FL"
12099,"Palm Beach County, Florida",C3310,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
12101,"Pasco County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL",Metro,,
12103,"Pinellas County, Florida",C4530,"Tampa-St. Petersburg-Clearwater, FL",Metro,,
12105,"Polk County, Florida",C2946,"Lakeland-Winter Haven, FL",Metro,,
12107,"Putnam County, Florida",C3726,"Palatka, FL",Micro,CS300,"Jacksonville-St. Marys-Palatka, FL-GA"
12109,"St. Johns County, Florida",C2726,"Jacksonville, FL",Metro,CS300,"Jacksonville-St. Marys-Palatka, FL-GA"
12111,"St. Lucie County, Florida",C3894,"Port St. Lucie, FL",Metro,CS370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
12113,"Santa Rosa County, Florida",C3786,"Pensacola-Ferry Pass-Brent, FL",Metro,,
12115,"Sarasota County, Florida",C3584,"North Port-Sarasota-Bradenton, FL",Metro,CS412,"North Port-Sarasota, FL"
12117,"Seminole County, Florida",C3674,"Orlando-Kissimmee-Sanford, FL",Metro,CS422,"Orlando-Deltona-Daytona Beach, FL"
12119,"Sumter County, Florida",C4554,"The Villages, FL",Metro,CS422,"Orlando-Deltona-Daytona Beach, FL"
12121,"Suwannee County, Florida",,,,,
12123,"Taylor County, Florida",,,,,
12125,"Union County, Florida",,,,,
12127,"Volusia County, Florida",C1966,"Deltona-Daytona Beach-Ormond Beach, FL",Metro,CS422,"Orlando-Deltona-Daytona Beach, FL"
12129,"Wakulla County, Florida",C4522,"Tallahassee, FL",Metro,CS533,"Tallahassee-Bainbridge, FL-GA"
12131,"Walton County, Florida",C1888,"Crestview-Fort Walton Beach-Destin, FL",Metro,,
12133,"Washington County, Florida",,,,,
13001,"Appling County, Georgia",,,,,
13003,"Atkinson County, Georgia",,,,,
13005,"Bacon County, Georgia",,,,,
13007,"Baker County, Georgia",C1050,"Albany, GA",Metro,,
13009,"Baldwin County, Georgia",C3330,"Milledgeville, GA",Micro,,
13011,"Banks County, Georgia",,,,,
13013,"Barrow County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13015,"Bartow County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13017,"Ben Hill County, Georgia",C2234,"Fitzgerald, GA",Micro,,
13019,"Berrien County, Georgia",,,,,
13021,"Bibb County, Georgia",C3142,"Macon, GA",Metro,CS356,"Macon-Warner Robins, GA"
13023,"Bleckley County, Georgia",,,,,
13025,"Brantley County, Georgia",C1526,"Brunswick, GA",Metro,,
13027,"Brooks County, Georgia",C4666,"Valdosta, GA",Metro,,
13029,"Bryan County, Georgia",C4234,"Savannah, GA",Metro,CS496,"Savannah-Hinesville-Statesboro, GA"
13031,"Bulloch County, Georgia",C4434,"Statesboro, GA",Micro,CS496,"Savannah-Hinesville-Statesboro, GA"
13033,"Burke County, Georgia",C1226,"Augusta-Richmond County, GA-SC",Metro,,
13035,"Butts County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13037,"Calhoun County, Georgia",,,,,
13039,"Camden County, Georgia",C4122,"St. Marys, GA",Micro,CS300,"Jacksonville-St. Marys-Palatka, FL-GA"
13043,"Candler County, Georgia",,,,,
13045,"Carroll County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13047,"Catoosa County, Georgia",C1686,"Chattanooga, TN-GA",Metro,CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
13049,"Charlton County, Georgia",,,,,
13051,"Chatham County, Georgia",C4234,"Savannah, GA",Metro,CS496,"Savannah-Hinesville-Statesboro, GA"
13053,"Chattahoochee County, Georgia",C1798,"Columbus, GA-AL",Metro,CS194,"Columbus-Auburn-Opelika, GA-AL"
13055,"Chattooga County, Georgia",C4490,"Summerville, GA",Micro,CS470,"Rome-Summerville, GA"
13057,"Cherokee County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13059,"Clarke County, Georgia",C1202,"Athens-Clarke County, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13061,"Clay County, Georgia",,,,,
13063,"Clayton County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13065,"Clinch County, Georgia",,,,,
13067,"Cobb County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13069,"Coffee County, Georgia",C2006,"Douglas, GA",Micro,,
13071,"Colquitt County, Georgia",C3422,"Moultrie, GA",Micro,,
13073,"Columbia County, Georgia",C1226,"Augusta-Richmond County, GA-SC",Metro,,
13075,"Cook County, Georgia",,,,,
13077,"Coweta County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13079,"Crawford County, Georgia",C3142,"Macon, GA",Metro,CS356,"Macon-Warner Robins, GA"
13081,"Crisp County, Georgia",C1838,"Cordele, GA",Micro,,
13083,"Dade County, Georgia",C1686,"Chattanooga, TN-GA",Metro,CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
13085,"Dawson County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13087,"Decatur County, Georgia",C1246,"Bainbridge, GA",Micro,CS533,"Tallahassee-Bainbridge, FL-GA"
13089,"DeKalb County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13091,"Dodge County, Georgia",,,,,
13093,"Dooly County, Georgia",,,,,
13095,"Dougherty County, Georgia",C1050,"Albany, GA",Metro,,
13097,"Douglas County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13099,"Early County, Georgia",,,,,
13101,"Echols County, Georgia",C4666,"Valdosta, GA",Metro,,
13103,"Effingham County, Georgia",C4234,"Savannah, GA",Metro,CS496,"Savannah-Hinesville-Statesboro, GA"
13105,"Elbert County, Georgia",,,,,
13107,"Emanuel County, Georgia",,,,,
13109,"Evans County, Georgia",,,,,
13111,"Fannin County, Georgia",,,,,
13113,"Fayette County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13115,"Floyd County, Georgia",C4066,"Rome, GA",Metro,CS470,"Rome-Summerville, GA"
13117,"Forsyth County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13119,"Franklin County, Georgia",,,,,
13121,"Fulton County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13123,"Gilmer County, Georgia",,,,,
13125,"Glascock County, Georgia",,,,,
13127,"Glynn County, Georgia",C1526,"Brunswick, GA",Metro,,
13129,"Gordon County, Georgia",C1566,"Calhoun, GA",Micro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13131,"Grady County, Georgia",,,,,
13133,"Greene County, Georgia",,,,,
13135,"Gwinnett County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13137,"Habersham County, Georgia",C1846,"Cornelia, GA",Micro,,
13139,"Hall County, Georgia",C2358,"Gainesville, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13141,"Hancock County, Georgia",C3330,"Milledgeville, GA",Micro,,
13143,"Haralson County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13145,"Harris County, Georgia",C1798,"Columbus, GA-AL",Metro,CS194,"Columbus-Auburn-Opelika, GA-AL"
13147,"Hart County, Georgia",,,,,
13149,"Heard County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13151,"Henry County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13153,"Houston County, Georgia",C4758,"Warner Robins, GA",Metro,CS356,"Macon-Warner Robins, GA"
13155,"Irwin County, Georgia",,,,,
13157,"Jackson County, Georgia",C2760,"Jefferson, GA",Micro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13159,"Jasper County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13161,"Jeff Davis County, Georgia",,,,,
13163,"Jefferson County, Georgia",,,,,
13165,"Jenkins County, Georgia",,,,,
13167,"Johnson County, Georgia",C2014,"Dublin, GA",Micro,,
13169,"Jones County, Georgia",C3142,"Macon, GA",Metro,CS356,"Macon-Warner Robins, GA"
13171,"Lamar County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13173,"Lanier County, Georgia",C4666,"Valdosta, GA",Metro,,
13175,"Laurens County, Georgia",C2014,"Dublin, GA",Micro,,
13177,"Lee County, Georgia",C1050,"Albany, GA",Metro,,
13179,"Liberty County, Georgia",C2598,"Hinesville, GA",Metro,CS496,"Savannah-Hinesville-Statesboro, GA"
13181,"Lincoln County, Georgia",C1226,"Augusta-Richmond County, GA-SC",Metro,,
13183,"Long County, Georgia",C2598,"Hinesville, GA",Metro,CS496,"Savannah-Hinesville-Statesboro, GA"
13185,"Lowndes County, Georgia",C4666,"Valdosta, GA",Metro,,
13187,"Lumpkin County, Georgia",,,,,
13189,"McDuffie County, Georgia",C1226,"Augusta-Richmond County, GA-SC",Metro,,
13191,"McIntosh County, Georgia",C1526,"Brunswick, GA",Metro,,
13193,"Macon County, Georgia",,,,,
13195,"Madison County, Georgia",C1202,"Athens-Clarke County, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13197,"Marion County, Georgia",C1798,"Columbus, GA-AL",Metro,CS194,"Columbus-Auburn-Opelika, GA-AL"
13199,"Meriwether County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13201,"Miller County, Georgia",,,,,
13205,"Mitchell County, Georgia",,,,,
13207,"Monroe County, Georgia",C3142,"Macon, GA",Metro,CS356,"Macon-Warner Robins, GA"
13209,"Montgomery County, Georgia",C4708,"Vidalia, GA",Micro,,
13211,"Morgan County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13213,"Murray County, Georgia",C1914,"Dalton, GA",Metro,CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
13215,"Muscogee County, Georgia",C1798,"Columbus, GA-AL",Metro,CS194,"Columbus-Auburn-Opelika, GA-AL"
13217,"Newton County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13219,"Oconee County, Georgia",C1202,"Athens-Clarke County, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13221,"Oglethorpe County, Georgia",C1202,"Athens-Clarke County, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13223,"Paulding County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13225,"Peach County, Georgia",C4758,"Warner Robins, GA",Metro,CS356,"Macon-Warner Robins, GA"
13227,"Pickens County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13229,"Pierce County, Georgia",C4818,"Waycross, GA",Micro,,
13231,"Pike County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13233,"Polk County, Georgia",C1634,"Cedartown, GA",Micro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13235,"Pulaski County, Georgia",C4758,"Warner Robins, GA",Metro,CS356,"Macon-Warner Robins, GA"
13237,"Putnam County, Georgia",,,,,
13239,"Quitman County, Georgia",,,,,
13241,"Rabun County, Georgia",,,,,
13243,"Randolph County, Georgia",,,,,
13245,"Richmond County, Georgia",C1226,"Augusta-Richmond County, GA-SC",Metro,,
13247,"Rockdale County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13249,"Schley County, Georgia",C1114,"Americus, GA",Micro,,
13251,"Screven County, Georgia",,,,,
13253,"Seminole County, Georgia",,,,,
13255,"Spalding County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13257,"Stephens County, Georgia",C4574,"Toccoa, GA",Micro,,
13259,"Stewart County, Georgia",,,,,
13261,"Sumter County, Georgia",C1114,"Americus, GA",Micro,,
13263,"Talbot County, Georgia",,,,,
13265,"Taliaferro County, Georgia",,,,,
13267,"Tattnall County, Georgia",,,,,
13269,"Taylor County, Georgia",,,,,
13271,"Telfair County, Georgia",,,,,
13273,"Terrell County, Georgia",C1050,"Albany, GA",Metro,,
13275,"Thomas County, Georgia",C4562,"Thomasville, GA",Micro,,
13277,"Tift County, Georgia",C4570,"Tifton, GA",Micro,,
13279,"Toombs County, Georgia",C4708,"Vidalia, GA",Micro,,
13281,"Towns County, Georgia",,,,,
13283,"Treutlen County, Georgia",,,,,
13285,"Troup County, Georgia",C2930,"LaGrange, GA",Micro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13287,"Turner County, Georgia",,,,,
13289,"Twiggs County, Georgia",C3142,"Macon, GA",Metro,CS356,"Macon-Warner Robins, GA"
13291,"Union County, Georgia",,,,,
13293,"Upson County, Georgia",C4558,"Thomaston, GA",Micro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13295,"Walker County, Georgia",C1686,"Chattanooga, TN-GA",Metro,CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
13297,"Walton County, Georgia",C1206,"Atlanta-Sandy Springs-Roswell, GA",Metro,CS122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
13299,"Ware County, Georgia",C4818,"Waycross, GA",Micro,,
13301,"Warren County, Georgia",,,,,
13303,"Washington County, Georgia",,,,,
13305,"Wayne County, Georgia",C2770,"Jesup, GA",Micro,,
13307,"Webster County, Georgia",,,,,
13309,"Wheeler County, Georgia",,,,,
13311,"White County, Georgia",,,,,
13313,"Whitfield County, Georgia",C1914,"Dalton, GA",Metro,CS174,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
13315,"Wilcox County, Georgia",,,,,
13317,"Wilkes County, Georgia",,,,,
13319,"Wilkinson County, Georgia",,,,,
13321,"Worth County, Georgia",C1050,"Albany, GA",Metro,,
13510,"Columbus County, Georgia",,,,,
15001,"Hawaii County, Hawaii",C2590,"Hilo, HI",Micro,,
15003,"Honolulu County, Hawaii",C4652,"Urban Honolulu, HI",Metro,,
15007,"Kauai County, Hawaii",C2818,"Kapaa, HI",Micro,,
15009,"Maui + Kalawao County, Hawaii",C2798,"Kahului-Wailuku-Lahaina, HI",Metro,,
16001,"Ada County, Idaho",C1426,"Boise City, ID",Metro,CS147,"Boise City-Mountain Home-Ontario, ID-OR"
16003,"Adams County, Idaho",,,,,
16005,"Bannock County, Idaho",C3854,"Pocatello, ID",Metro,,
16007,"Bear Lake County, Idaho",,,,,
16009,"Benewah County, Idaho",,,,,
16011,"Bingham County, Idaho",C1394,"Blackfoot, ID",Micro,CS292,"Idaho Falls-Rexburg-Blackfoot, ID"
16013,"Blaine County, Idaho",C2520,"Hailey, ID",Micro,,
16015,"Boise County, Idaho",C1426,"Boise City, ID",Metro,CS147,"Boise City-Mountain Home-Ontario, ID-OR"
16017,"Bonner County, Idaho",C4176,"Sandpoint, ID",Micro,,
16019,"Bonneville County, Idaho",C2682,"Idaho Falls, ID",Metro,CS292,"Idaho Falls-Rexburg-Blackfoot, ID"
16021,"Boundary County, Idaho",,,,,
16023,"Butte County, Idaho",C2682,"Idaho Falls, ID",Metro,CS292,"Idaho Falls-Rexburg-Blackfoot, ID"
16025,"Camas County, Idaho",C2520,"Hailey, ID",Micro,,
16027,"Canyon County, Idaho",C1426,"Boise City, ID",Metro,CS147,"Boise City-Mountain Home-Ontario, ID-OR"
16029,"Caribou County, Idaho",,,,,
16031,"Cassia County, Idaho",C1542,"Burley, ID",Micro,,
16033,"Clark County, Idaho",,,,,
16035,"Clearwater County, Idaho",,,,,
16037,"Custer County, Idaho",,,,,
16039,"Elmore County, Idaho",C3430,"Mountain Home, ID",Micro,CS147,"Boise City-Mountain Home-Ontario, ID-OR"
16041,"Franklin County, Idaho",C3086,"Logan, UT-ID",Metro,,
16043,"Fremont County, Idaho",C3994,"Rexburg, ID",Micro,CS292,"Idaho Falls-Rexburg-Blackfoot, ID"
16045,"Gem County, Idaho",C1426,"Boise City, ID",Metro,CS147,"Boise City-Mountain Home-Ontario, ID-OR"
16047,"Gooding County, Idaho",,,,,
16049,"Idaho County, Idaho",,,,,
16051,"Jefferson County, Idaho",C2682,"Idaho Falls, ID",Metro,CS292,"Idaho Falls-Rexburg-Blackfoot, ID"
16053,"Jerome County, Idaho",C4630,"Twin Falls, ID",Micro,,
16055,"Kootenai County, Idaho",C1766,"Coeur d'Alene, ID",Metro,CS518,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
16057,"Latah County, Idaho",C3414,"Moscow, ID",Micro,CS446,"Pullman-Moscow, WA-ID"
16059,"Lemhi County, Idaho",,,,,
16061,"Lewis County, Idaho",,,,,
16063,"Lincoln County, Idaho",C2520,"Hailey, ID",Micro,,
16065,"Madison County, Idaho",C3994,"Rexburg, ID",Micro,CS292,"Idaho Falls-Rexburg-Blackfoot, ID"
16067,"Minidoka County, Idaho",C1542,"Burley, ID",Micro,,
16069,"Nez Perce County, Idaho",C3030,"Lewiston, ID-WA",Metro,,
16071,"Oneida County, Idaho",,,,,
16073,"Owyhee County, Idaho",C1426,"Boise City, ID",Metro,CS147,"Boise City-Mountain Home-Ontario, ID-OR"
16075,"Payette County, Idaho",C3662,"Ontario, OR-ID",Micro,CS147,"Boise City-Mountain Home-Ontario, ID-OR"
16077,"Power County, Idaho",,,,,
16079,"Shoshone County, Idaho",,,,,
16081,"Teton County, Idaho",C2722,"Jackson, WY-ID",Micro,,
16083,"Twin Falls County, Idaho",C4630,"Twin Falls, ID",Micro,,
16085,"Valley County, Idaho",,,,,
16087,"Washington County, Idaho",,,,,
17001,"Adams County, Illinois",C3950,"Quincy, IL-MO",Micro,CS448,"Quincy-Hannibal, IL-MO"
17003,"Alexander County, Illinois",C1602,"Cape Girardeau, MO-IL",Metro,CS164,"Cape Girardeau-Sikeston, MO-IL"
17005,"Bond County, Illinois",C4118,"St. Louis, MO-IL",Metro,CS476,"St. Louis-St. Charles-Farmington, MO-IL"
17007,"Boone County, Illinois",C4042,"Rockford, IL",Metro,CS466,"Rockford-Freeport-Rochelle, IL"
17009,"Brown County, Illinois",,,,,
17011,"Bureau County, Illinois",C3686,"Ottawa-Peru, IL",Micro,CS176,"Chicago-Naperville, IL-IN-WI"
17013,"Calhoun County, Illinois",C4118,"St. Louis, MO-IL",Metro,CS476,"St. Louis-St. Charles-Farmington, MO-IL"
17015,"Carroll County, Illinois",,,,,
17017,"Cass County, Illinois",,,,,
17019,"Champaign County, Illinois",C1658,"Champaign-Urbana, IL",Metro,,
17021,"Christian County, Illinois",C4538,"Taylorville, IL",Micro,CS522,"Springfield-Jacksonville-Lincoln, IL"
17023,"Clark County, Illinois",,,,,
17025,"Clay County, Illinois",,,,,
17027,"Clinton County, Illinois",C4118,"St. Louis, MO-IL",Metro,CS476,"St. Louis-St. Charles-Farmington, MO-IL"
17029,"Coles County, Illinois",C1666,"Charleston-Mattoon, IL",Micro,,
17031,"Cook County, Illinois",C1698,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,CS176,"Chicago-Naperville, IL-IN-WI"
17033,"Crawford County, Illinois",,,,,
17035,"Cumberland County, Illinois",C1666,"Charleston-Mattoon, IL",Micro,,
17037,"DeKalb County, Illinois",C1698,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,CS176,"Chicago-Naperville, IL-IN-WI"
17039,"De Witt County, Illinois",C1401,"Bloomington, IL",Metro,CS145,"Bloomington-Pontiac, IL"
17041,"Douglas County, Illinois",,,,,
17043,"DuPage County, Illinois",C1698,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,CS176,"Chicago-Naperville, IL-IN-WI"
